INC000001049741,0,Baja,0,0,0,CARGO-PORTAL,0,2,0,CARGO SUPPORT IB,,0Days 2Hrs 56Mins,0
INC000001049801,0,Baja,0,0,0,Aplicaciones BI,0,2,0,BI SUPPORT,1,0Days 2Hrs 56Mins,0
